                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    181,                0.24594,                0.38889,                0.81575,                0.99739,                      1,                  0.995,                0.99061,                0.19439,                0.36264,                0.77167,                0.00109,                0.00109,                0.00109
                    182,                0.27115,                0.41488,                0.81669,                 0.9974,                      1,                  0.995,                0.99119,                0.19073,                0.36152,                0.77107,              0.0010405,              0.0010405,              0.0010405
                    183,                0.26446,                0.43115,                0.83016,                 0.9974,                      1,                  0.995,                0.99119,                0.19073,                0.36152,                0.77107,               0.000991,               0.000991,               0.000991
                    184,                0.25218,                0.39333,                0.81743,                0.99751,                      1,                  0.995,                0.99179,                0.18826,                 0.3577,                 0.7705,              0.0009415,              0.0009415,              0.0009415
                    185,                0.25604,                0.39404,                0.81641,                0.99751,                      1,                  0.995,                0.99179,                0.18826,                 0.3577,                 0.7705,               0.000892,               0.000892,               0.000892
                    186,                0.25732,                0.40307,                0.82868,                0.99761,                      1,                  0.995,                0.99171,                0.18485,                0.35217,                0.77014,              0.0008425,              0.0008425,              0.0008425
                    187,                0.23776,                0.37308,                0.80561,                0.99761,                      1,                  0.995,                0.99171,                0.18485,                0.35217,                0.77014,               0.000793,               0.000793,               0.000793
                    188,                0.26104,                0.40413,                 0.8094,                0.99762,                      1,                  0.995,                0.99041,                 0.1874,                0.35369,                0.77004,              0.0007435,              0.0007435,              0.0007435
                    189,                0.28311,                0.42861,                0.82125,                0.99762,                      1,                  0.995,                0.99041,                 0.1874,                0.35369,                0.77004,               0.000694,               0.000694,               0.000694
                    190,                0.27277,                0.40115,                0.83186,                0.99768,                      1,                  0.995,                0.99047,                0.18806,                0.35322,                0.76979,              0.0006445,              0.0006445,              0.0006445
                    191,                0.27115,                0.39401,                0.81936,                0.99768,                      1,                  0.995,                0.99047,                0.18806,                0.35322,                0.76979,               0.000595,               0.000595,               0.000595
                    192,                0.24774,                0.40688,                0.83561,                0.99775,                      1,                  0.995,                0.99175,                0.18651,                0.35379,                0.76941,              0.0005455,              0.0005455,              0.0005455
                    193,                0.24664,                0.39652,                0.82455,                0.99775,                      1,                  0.995,                0.99175,                0.18651,                0.35379,                0.76941,               0.000496,               0.000496,               0.000496
                    194,                 0.2388,                0.37572,                0.81758,                0.99777,                      1,                  0.995,                0.99047,                0.18644,                0.35066,                0.76941,              0.0004465,              0.0004465,              0.0004465
                    195,                0.23145,                  0.385,                0.83391,                0.99777,                      1,                  0.995,                0.99047,                0.18644,                0.35066,                0.76941,               0.000397,               0.000397,               0.000397
                    196,                0.23668,                0.39328,                0.81108,                0.99786,                      1,                  0.995,                0.99179,                0.18606,                0.34875,                0.76934,              0.0003475,              0.0003475,              0.0003475
                    197,                0.25546,                 0.3985,                0.81701,                0.99786,                      1,                  0.995,                0.99179,                0.18606,                0.34875,                0.76934,               0.000298,               0.000298,               0.000298
                    198,                0.26216,                0.40794,                0.81909,                0.99782,                      1,                  0.995,                0.99171,                0.18329,                0.34585,                0.76886,              0.0002485,              0.0002485,              0.0002485
                    199,                0.25756,                0.42034,                0.84392,                0.99782,                      1,                  0.995,                0.99171,                0.18329,                0.34585,                0.76886,               0.000199,               0.000199,               0.000199
