                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    114,                0.45287,                0.39566,                0.67948,                0.87064,                0.99763,                      1,                  0.995,                0.93752,                0.99763,                      1,                  0.995,                  0.969,                0.34936,                0.30689,                0.60407,                 0.8172,               0.006271,               0.006271,               0.006271
                    115,                0.45145,                0.38686,                0.66542,                0.86382,                0.99763,                      1,                  0.995,                0.93752,                0.99763,                      1,                  0.995,                  0.969,                0.34936,                0.30689,                0.60407,                 0.8172,               0.006238,               0.006238,               0.006238
                    116,                0.43378,                0.40807,                0.64105,                0.85973,                0.99707,                      1,                  0.995,                0.96996,                0.99707,                      1,                  0.995,                0.98474,                0.28461,                0.31167,                0.58131,                0.79582,               0.006205,               0.006205,               0.006205
                    117,                0.43267,                 0.3759,                0.66476,                0.85746,                0.99707,                      1,                  0.995,                0.96996,                0.99707,                      1,                  0.995,                0.98474,                0.28461,                0.31167,                0.58131,                0.79582,               0.006172,               0.006172,               0.006172
                    118,                0.43033,                0.37128,                 0.6586,                0.86369,                0.99776,                      1,                  0.995,                0.94507,                0.99776,                      1,                  0.995,                0.96436,                0.30499,                0.30453,                0.56766,                0.80576,               0.006139,               0.006139,               0.006139
                    119,                0.45067,                0.44456,                0.62411,                  0.857,                0.99776,                      1,                  0.995,                0.94507,                0.99776,                      1,                  0.995,                0.96436,                0.30499,                0.30453,                0.56766,                0.80576,               0.006106,               0.006106,               0.006106
                    120,                0.41625,                0.37248,                0.63291,                0.86088,                0.99772,                      1,                  0.995,                0.96588,                0.99772,                      1,                  0.995,                0.98201,                0.29189,                 0.3011,                0.56237,                0.80271,               0.006073,               0.006073,               0.006073
                    121,                0.42272,                0.40595,                0.59728,                0.85451,                0.99772,                      1,                  0.995,                0.96588,                0.99772,                      1,                  0.995,                0.98201,                0.29189,                 0.3011,                0.56237,                0.80271,                0.00604,                0.00604,                0.00604
                    122,                0.41447,                0.35058,                0.62136,                0.84794,                0.99746,                      1,                  0.995,                0.97074,                0.99746,                      1,                  0.995,                0.97981,                0.28991,                0.29883,                0.53826,                0.80152,               0.006007,               0.006007,               0.006007
                    123,                0.41794,                0.38599,                0.65403,                0.85207,                0.99746,                      1,                  0.995,                0.97074,                0.99746,                      1,                  0.995,                0.97981,                0.28991,                0.29883,                0.53826,                0.80152,               0.005974,               0.005974,               0.005974
                    124,                0.41451,                0.37826,                0.59544,                0.84587,                0.99753,                      1,                  0.995,                 0.9664,                0.99753,                      1,                  0.995,                0.98759,                0.27059,                0.29676,                0.50484,                0.79602,               0.005941,               0.005941,               0.005941
                    125,                0.41167,                0.40236,                0.57679,                0.85692,                0.99753,                      1,                  0.995,                 0.9664,                0.99753,                      1,                  0.995,                0.98759,                0.27059,                0.29676,                0.50484,                0.79602,               0.005908,               0.005908,               0.005908
                    126,                 0.3898,                0.36445,                0.55896,                0.84197,                0.99753,                      1,                  0.995,                 0.9664,                0.99753,                      1,                  0.995,                0.98759,                0.27059,                0.29676,                0.50484,                0.79602,               0.005875,               0.005875,               0.005875
                    127,                 0.4815,                0.39779,                0.64798,                 0.8827,                0.99711,                      1,                  0.995,                0.92538,                0.99711,                      1,                  0.995,                0.97866,                0.39412,                0.29772,                  0.579,                0.83647,               0.005842,               0.005842,               0.005842
                    128,                0.47286,                0.36533,                0.63274,                0.87507,                0.99711,                      1,                  0.995,                0.92538,                0.99711,                      1,                  0.995,                0.97866,                0.39412,                0.29772,                  0.579,                0.83647,               0.005809,               0.005809,               0.005809
                    129,                0.45293,                0.38629,                0.65385,                0.88471,                0.99682,                      1,                  0.995,                0.95729,                0.99682,                      1,                  0.995,                0.98182,                0.31517,                0.29935,                0.58134,                0.80624,               0.005776,               0.005776,               0.005776
                    130,                0.40635,                0.34401,                0.61295,                0.84631,                0.99682,                      1,                  0.995,                0.95729,                0.99682,                      1,                  0.995,                0.98182,                0.31517,                0.29935,                0.58134,                0.80624,               0.005743,               0.005743,               0.005743
                    131,                0.43539,                0.36027,                0.64055,                0.87529,                0.99617,                      1,                  0.995,                0.95777,                0.99617,                      1,                  0.995,                0.97494,                0.35068,                 0.2953,                0.61335,                0.81104,                0.00571,                0.00571,                0.00571
                    132,                 0.4389,                0.44334,                0.62537,                0.85369,                0.99617,                      1,                  0.995,                0.95777,                0.99617,                      1,                  0.995,                0.97494,                0.35068,                 0.2953,                0.61335,                0.81104,               0.005677,               0.005677,               0.005677
                    133,                0.42548,                0.36149,                0.61152,                0.85567,                0.99649,                      1,                  0.995,                0.96001,                0.99649,                      1,                  0.995,                  0.988,                0.30807,                0.30144,                 0.5454,                0.80835,               0.005644,               0.005644,               0.005644
                    134,                0.40231,                0.38628,                0.57491,                 0.8763,                0.99649,                      1,                  0.995,                0.96001,                0.99649,                      1,                  0.995,                  0.988,                0.30807,                0.30144,                 0.5454,                0.80835,               0.005611,               0.005611,               0.005611
                    135,                0.40539,                0.37047,                0.60829,                0.87304,                 0.9957,                      1,                  0.995,                 0.9567,                 0.9957,                      1,                  0.995,                0.98549,                0.30149,                0.29156,                0.52789,                0.80595,               0.005578,               0.005578,               0.005578
                    136,                0.39851,                0.38514,                0.58367,                0.87066,                 0.9957,                      1,                  0.995,                 0.9567,                 0.9957,                      1,                  0.995,                0.98549,                0.30149,                0.29156,                0.52789,                0.80595,               0.005545,               0.005545,               0.005545
                    137,                0.41102,                0.41565,                0.59902,                 0.8695,                0.99623,                      1,                  0.995,                0.97137,                0.99623,                      1,                  0.995,                0.99085,                0.27607,                0.29117,                0.52378,                0.79359,               0.005512,               0.005512,               0.005512
                    138,                0.42722,                0.42778,                0.63523,                0.86646,                0.99623,                      1,                  0.995,                0.97137,                0.99623,                      1,                  0.995,                0.99085,                0.27607,                0.29117,                0.52378,                0.79359,               0.005479,               0.005479,               0.005479
                    139,                 0.3984,                0.39206,                0.56217,                0.85807,                0.99663,                      1,                  0.995,                0.98464,                0.99663,                      1,                  0.995,                0.98484,                0.27634,                0.29598,                0.53687,                0.79633,               0.005446,               0.005446,               0.005446
                    140,                0.40081,                0.36817,                0.58446,                0.84442,                0.99663,                      1,                  0.995,                0.98464,                0.99663,                      1,                  0.995,                0.98484,                0.27634,                0.29598,                0.53687,                0.79633,               0.005413,               0.005413,               0.005413
                    141,                0.41432,                0.41595,                0.61169,                0.87269,                0.99694,                      1,                  0.995,                0.96686,                0.99694,                      1,                  0.995,                0.98731,                0.27751,                0.29294,                0.52811,                0.79302,                0.00538,                0.00538,                0.00538
                    142,                0.38991,                0.36731,                0.62067,                0.86066,                0.99694,                      1,                  0.995,                0.96686,                0.99694,                      1,                  0.995,                0.98731,                0.27751,                0.29294,                0.52811,                0.79302,               0.005347,               0.005347,               0.005347
                    143,                0.39243,                0.35794,                0.58571,                0.85639,                0.99597,                      1,                  0.995,                0.96804,                0.99597,                      1,                  0.995,                0.98601,                0.28575,                0.30149,                0.53674,                0.79475,               0.005314,               0.005314,               0.005314
                    144,                0.41012,                0.36487,                0.62824,                0.85021,                0.99597,                      1,                  0.995,                0.96804,                0.99597,                      1,                  0.995,                0.98601,                0.28575,                0.30149,                0.53674,                0.79475,               0.005281,               0.005281,               0.005281
                    145,                0.38004,                0.37365,                0.60065,                0.85282,                0.99632,                      1,                  0.995,                0.97729,                0.99632,                      1,                  0.995,                0.98715,                0.26164,                0.29333,                0.52683,                0.78995,               0.005248,               0.005248,               0.005248
                    146,                0.38169,                0.34469,                0.56347,                0.84016,                0.99632,                      1,                  0.995,                0.97729,                0.99632,                      1,                  0.995,                0.98715,                0.26164,                0.29333,                0.52683,                0.78995,               0.005215,               0.005215,               0.005215
                    147,                0.39374,                0.35812,                0.57044,                0.84568,                0.99632,                      1,                  0.995,                0.97729,                0.99632,                      1,                  0.995,                0.98715,                0.26164,                0.29333,                0.52683,                0.78995,               0.005182,               0.005182,               0.005182
                    148,                0.39952,                0.33551,                0.55254,                0.83487,                0.99704,                      1,                  0.995,                0.94302,                0.99704,                      1,                  0.995,                0.98656,                0.32439,                0.29297,                0.54656,                0.81062,               0.005149,               0.005149,               0.005149
                    149,                0.41858,                0.41154,                0.60639,                0.85777,                0.99704,                      1,                  0.995,                0.94302,                0.99704,                      1,                  0.995,                0.98656,                0.32439,                0.29297,                0.54656,                0.81062,               0.005116,               0.005116,               0.005116
                    150,                0.41474,                0.38159,                0.65481,                0.86046,                0.99759,                      1,                  0.995,                  0.952,                0.99759,                      1,                  0.995,                0.98475,                0.31145,                0.28997,                0.55782,                 0.8059,               0.005083,               0.005083,               0.005083
                    151,                0.39621,                0.39359,                0.64661,                0.87128,                0.99759,                      1,                  0.995,                  0.952,                0.99759,                      1,                  0.995,                0.98475,                0.31145,                0.28997,                0.55782,                 0.8059,                0.00505,                0.00505,                0.00505
                    152,                0.41816,                0.38032,                0.62036,                0.85817,                0.99721,                      1,                  0.995,                0.95845,                0.99721,                      1,                  0.995,                0.98493,                0.32278,                0.28727,                0.56229,                0.79787,               0.005017,               0.005017,               0.005017
                    153,                0.41534,                0.36791,                0.59567,                0.85933,                0.99721,                      1,                  0.995,                0.95845,                0.99721,                      1,                  0.995,                0.98493,                0.32278,                0.28727,                0.56229,                0.79787,               0.004984,               0.004984,               0.004984
                    154,                0.40649,                0.35625,                0.60082,                0.84794,                0.99642,                      1,                  0.995,                0.95443,                0.99642,                      1,                  0.995,                0.98153,                0.31035,                0.30303,                0.55719,                0.79785,               0.004951,               0.004951,               0.004951
                    155,                0.39039,                0.40498,                 0.5864,                0.83723,                0.99642,                      1,                  0.995,                0.95443,                0.99642,                      1,                  0.995,                0.98153,                0.31035,                0.30303,                0.55719,                0.79785,               0.004918,               0.004918,               0.004918
                    156,                0.37336,                0.37346,                0.55227,                 0.8203,                0.99775,                      1,                  0.995,                0.97132,                0.99775,                      1,                  0.995,                0.98319,                0.30117,                0.29185,                0.52542,                0.79876,               0.004885,               0.004885,               0.004885
                    157,                0.39038,                0.33271,                0.55809,                0.83228,                0.99775,                      1,                  0.995,                0.97132,                0.99775,                      1,                  0.995,                0.98319,                0.30117,                0.29185,                0.52542,                0.79876,               0.004852,               0.004852,               0.004852
                    158,                0.39074,                0.34812,                0.60153,                0.83971,                0.99825,                      1,                  0.995,                0.93937,                0.99825,                      1,                  0.995,                0.98276,                0.32616,                0.28843,                0.51822,                0.80652,               0.004819,               0.004819,               0.004819
                    159,                0.39409,                 0.3785,                0.56504,                0.83133,                0.99825,                      1,                  0.995,                0.93937,                0.99825,                      1,                  0.995,                0.98276,                0.32616,                0.28843,                0.51822,                0.80652,               0.004786,               0.004786,               0.004786
                    160,                0.38716,                0.37764,                 0.5528,                0.84534,                0.99821,                      1,                  0.995,                0.97591,                0.99821,                      1,                  0.995,                 0.9824,                 0.2802,                0.29506,                0.49239,                0.79366,               0.004753,               0.004753,               0.004753
                    161,                0.38028,                0.37485,                  0.549,                0.84588,                0.99821,                      1,                  0.995,                0.97591,                0.99821,                      1,                  0.995,                 0.9824,                 0.2802,                0.29506,                0.49239,                0.79366,                0.00472,                0.00472,                0.00472
                    162,                0.36864,                0.36976,                0.55722,                0.83835,                0.99814,                      1,                  0.995,                0.96702,                0.99814,                      1,                  0.995,                0.98673,                0.27144,                0.27983,                0.48858,                0.79072,               0.004687,               0.004687,               0.004687
                    163,                0.35311,                0.32811,                 0.5356,                0.83883,                0.99814,                      1,                  0.995,                0.96702,                0.99814,                      1,                  0.995,                0.98673,                0.27144,                0.27983,                0.48858,                0.79072,               0.004654,               0.004654,               0.004654
                    164,                0.38004,                0.35282,                0.57181,                0.85983,                0.99803,                      1,                  0.995,                0.97115,                0.99803,                      1,                  0.995,                0.98608,                0.25774,                0.28678,                0.49703,                0.78802,               0.004621,               0.004621,               0.004621
                    165,                0.35123,                0.32901,                0.58498,                0.85165,                0.99803,                      1,                  0.995,                0.97115,                0.99803,                      1,                  0.995,                0.98608,                0.25774,                0.28678,                0.49703,                0.78802,               0.004588,               0.004588,               0.004588
                    166,                0.34548,                0.32859,                0.51334,                0.84366,                0.99815,                      1,                  0.995,                 0.9725,                0.99815,                      1,                  0.995,                0.98682,                0.25533,                 0.2862,                0.47749,                0.78691,               0.004555,               0.004555,               0.004555
                    167,                   0.38,                0.36996,                 0.5465,                0.85746,                0.99815,                      1,                  0.995,                 0.9725,                0.99815,                      1,                  0.995,                0.98682,                0.25533,                 0.2862,                0.47749,                0.78691,               0.004522,               0.004522,               0.004522
                    168,                0.39645,                0.38374,                0.58221,                0.83286,                0.99815,                      1,                  0.995,                 0.9725,                0.99815,                      1,                  0.995,                0.98682,                0.25533,                 0.2862,                0.47749,                0.78691,               0.004489,               0.004489,               0.004489
                    169,                 0.3815,                0.38375,                0.55763,                 0.8675,                0.99823,                      1,                  0.995,                0.95058,                0.99823,                      1,                  0.995,                0.98568,                0.29111,                0.27956,                0.49731,                 0.7946,               0.004456,               0.004456,               0.004456
                    170,                0.38998,                0.30493,                0.57541,                0.85916,                0.99823,                      1,                  0.995,                0.95058,                0.99823,                      1,                  0.995,                0.98568,                0.29111,                0.27956,                0.49731,                 0.7946,               0.004423,               0.004423,               0.004423
                    171,                0.42381,                0.36816,                0.55609,                0.84798,                0.99771,                      1,                  0.995,                0.95328,                0.99771,                      1,                  0.995,                0.98417,                0.31434,                 0.2855,                 0.5191,                0.79875,                0.00439,                0.00439,                0.00439
                    172,                0.39539,                0.36218,                 0.5414,                 0.8659,                0.99771,                      1,                  0.995,                0.95328,                0.99771,                      1,                  0.995,                0.98417,                0.31434,                 0.2855,                 0.5191,                0.79875,               0.004357,               0.004357,               0.004357
                    173,                0.38139,                 0.3871,                0.57723,                0.83386,                0.99753,                      1,                  0.995,                0.96982,                0.99753,                      1,                  0.995,                0.98226,                0.29232,                0.28626,                0.51462,                0.79469,               0.004324,               0.004324,               0.004324
                    174,                0.37443,                 0.4125,                0.54541,                0.84212,                0.99753,                      1,                  0.995,                0.96982,                0.99753,                      1,                  0.995,                0.98226,                0.29232,                0.28626,                0.51462,                0.79469,               0.004291,               0.004291,               0.004291
                    175,                  0.373,                0.40057,                0.53999,                0.84438,                0.99764,                      1,                  0.995,                0.96757,                0.99764,                      1,                  0.995,                0.98507,                0.27863,                0.28172,                0.49883,                 0.7915,               0.004258,               0.004258,               0.004258
                    176,                0.38506,                0.36356,                 0.5798,                0.87843,                0.99764,                      1,                  0.995,                0.96757,                0.99764,                      1,                  0.995,                0.98507,                0.27863,                0.28172,                0.49883,                 0.7915,               0.004225,               0.004225,               0.004225
                    177,                0.34644,                 0.3376,                0.52251,                0.85947,                0.99802,                      1,                  0.995,                0.96151,                0.99802,                      1,                  0.995,                0.98141,                0.25588,                0.28843,                0.47674,                0.78946,               0.004192,               0.004192,               0.004192
                    178,                 0.3806,                0.34974,                0.54357,                0.85305,                0.99802,                      1,                  0.995,                0.96151,                0.99802,                      1,                  0.995,                0.98141,                0.25588,                0.28843,                0.47674,                0.78946,               0.004159,               0.004159,               0.004159
                    179,                0.37186,                0.40517,                0.54591,                0.84602,                0.99777,                      1,                  0.995,                0.96781,                0.99777,                      1,                  0.995,                0.98787,                0.26667,                0.28737,                0.47542,                0.79071,               0.004126,               0.004126,               0.004126
                    180,                 0.3758,                0.42602,                0.54736,                0.85587,                0.99777,                      1,                  0.995,                0.96781,                0.99777,                      1,                  0.995,                0.98787,                0.26667,                0.28737,                0.47542,                0.79071,               0.004093,               0.004093,               0.004093
                    181,                0.32932,                0.34234,                0.47844,                 0.8293,                0.99719,                      1,                  0.995,                0.97502,                0.99719,                      1,                  0.995,                0.98088,                0.24538,                0.28278,                0.47177,                0.78859,                0.00406,                0.00406,                0.00406
                    182,                0.33757,                0.38009,                0.50205,                0.85972,                0.99719,                      1,                  0.995,                0.97502,                0.99719,                      1,                  0.995,                0.98088,                0.24538,                0.28278,                0.47177,                0.78859,               0.004027,               0.004027,               0.004027
                    183,                0.36627,                0.35985,                0.54699,                 0.8539,                0.99761,                      1,                  0.995,                0.98742,                0.99761,                      1,                  0.995,                0.98961,                0.26183,                0.28296,                0.48157,                 0.7911,               0.003994,               0.003994,               0.003994
                    184,                0.32398,                0.36798,                0.48912,                0.84306,                0.99761,                      1,                  0.995,                0.98742,                0.99761,                      1,                  0.995,                0.98961,                0.26183,                0.28296,                0.48157,                 0.7911,               0.003961,               0.003961,               0.003961
                    185,                0.34504,                0.36373,                0.51415,                0.84078,                0.99721,                      1,                  0.995,                0.98456,                0.99721,                      1,                  0.995,                0.98469,                0.23722,                0.28186,                0.46804,                0.78315,               0.003928,               0.003928,               0.003928
                    186,                 0.3487,                0.34675,                0.51985,                0.83488,                0.99721,                      1,                  0.995,                0.98456,                0.99721,                      1,                  0.995,                0.98469,                0.23722,                0.28186,                0.46804,                0.78315,               0.003895,               0.003895,               0.003895
                    187,                0.34799,                0.35807,                0.49956,                0.84284,                0.99697,                      1,                  0.995,                0.96891,                0.99697,                      1,                  0.995,                0.98627,                0.26423,                0.28333,                0.47416,                0.78905,               0.003862,               0.003862,               0.003862
                    188,                0.33794,                0.36316,                0.50394,                0.83105,                0.99697,                      1,                  0.995,                0.96891,                0.99697,                      1,                  0.995,                0.98627,                0.26423,                0.28333,                0.47416,                0.78905,               0.003829,               0.003829,               0.003829
                    189,                0.36608,                0.35308,                0.55095,                0.84943,                0.99697,                      1,                  0.995,                0.96891,                0.99697,                      1,                  0.995,                0.98627,                0.26423,                0.28333,                0.47416,                0.78905,               0.003796,               0.003796,               0.003796
                    190,                0.36562,                0.36643,                0.53276,                0.84848,                0.99716,                      1,                  0.995,                0.97135,                0.99716,                      1,                  0.995,                0.98749,                0.26816,                0.28889,                0.48489,                0.78869,               0.003763,               0.003763,               0.003763
                    191,                0.37309,                0.34411,                0.54746,                0.83308,                0.99716,                      1,                  0.995,                0.97135,                0.99716,                      1,                  0.995,                0.98749,                0.26816,                0.28889,                0.48489,                0.78869,                0.00373,                0.00373,                0.00373
                    192,                0.34264,                0.35206,                0.51033,                0.85977,                0.99772,                      1,                  0.995,                0.98242,                0.99772,                      1,                  0.995,                0.98733,                0.25249,                0.28913,                0.48081,                0.78805,               0.003697,               0.003697,               0.003697
                    193,                0.34389,                0.35344,                0.51842,                0.84892,                0.99772,                      1,                  0.995,                0.98242,                0.99772,                      1,                  0.995,                0.98733,                0.25249,                0.28913,                0.48081,                0.78805,               0.003664,               0.003664,               0.003664
                    194,                0.32581,                 0.3429,                0.47742,                0.83982,                0.99763,                      1,                  0.995,                0.97918,                0.99763,                      1,                  0.995,                0.98674,                0.24838,                0.28858,                0.48032,                 0.7858,               0.003631,               0.003631,               0.003631
                    195,                0.34089,                 0.3422,                0.51563,                0.83515,                0.99763,                      1,                  0.995,                0.97918,                0.99763,                      1,                  0.995,                0.98674,                0.24838,                0.28858,                0.48032,                 0.7858,               0.003598,               0.003598,               0.003598
                    196,                0.35463,                0.38371,                0.59426,                0.83262,                0.99752,                      1,                  0.995,                0.98114,                0.99752,                      1,                  0.995,                0.98578,                0.25423,                0.28627,                0.46622,                0.79042,               0.003565,               0.003565,               0.003565
                    197,                0.35565,                0.39505,                0.49365,                0.83827,                0.99752,                      1,                  0.995,                0.98114,                0.99752,                      1,                  0.995,                0.98578,                0.25423,                0.28627,                0.46622,                0.79042,               0.003532,               0.003532,               0.003532
                    198,                0.36748,                0.39083,                0.53949,                0.83983,                0.99747,                      1,                  0.995,                0.97827,                0.99747,                      1,                  0.995,                0.98745,                0.25957,                0.28037,                0.47933,                0.78946,               0.003499,               0.003499,               0.003499
                    199,                0.36626,                0.37876,                0.54332,                0.83825,                0.99747,                      1,                  0.995,                0.97827,                0.99747,                      1,                  0.995,                0.98745,                0.25957,                0.28037,                0.47933,                0.78946,               0.003466,               0.003466,               0.003466
                    200,                0.33637,                0.34966,                0.51214,                0.85365,                0.99774,                      1,                  0.995,                0.97766,                0.99774,                      1,                  0.995,                0.98833,                0.26497,                0.28476,                0.47126,                0.78628,               0.003433,               0.003433,               0.003433
                    201,                0.36659,                0.38274,                0.53617,                0.84444,                0.99774,                      1,                  0.995,                0.97766,                0.99774,                      1,                  0.995,                0.98833,                0.26497,                0.28476,                0.47126,                0.78628,                 0.0034,                 0.0034,                 0.0034
                    202,                0.34614,                0.34705,                 0.4966,                0.84741,                0.99754,                      1,                  0.995,                0.97835,                0.99754,                      1,                  0.995,                0.99079,                0.24527,                0.27888,                0.44941,                0.78437,               0.003367,               0.003367,               0.003367
                    203,                0.33694,                0.36309,                 0.5011,                0.84108,                0.99754,                      1,                  0.995,                0.97835,                0.99754,                      1,                  0.995,                0.99079,                0.24527,                0.27888,                0.44941,                0.78437,               0.003334,               0.003334,               0.003334
                    204,                0.33593,                0.35544,                0.50689,                0.85081,                 0.9981,                      1,                  0.995,                 0.9759,                 0.9981,                      1,                  0.995,                0.99025,                0.23457,                0.28135,                0.44624,                0.78313,               0.003301,               0.003301,               0.003301
                    205,                0.32987,                0.32518,                0.46777,                0.82205,                 0.9981,                      1,                  0.995,                 0.9759,                 0.9981,                      1,                  0.995,                0.99025,                0.23457,                0.28135,                0.44624,                0.78313,               0.003268,               0.003268,               0.003268
                    206,                0.32815,                0.34566,                0.52283,                 0.8649,                0.99814,                      1,                  0.995,                0.97747,                0.99814,                      1,                  0.995,                0.98577,                0.24274,                0.28168,                0.46776,                 0.7812,               0.003235,               0.003235,               0.003235
                    207,                0.34268,                0.37695,                0.51776,                0.84719,                0.99814,                      1,                  0.995,                0.97747,                0.99814,                      1,                  0.995,                0.98577,                0.24274,                0.28168,                0.46776,                 0.7812,               0.003202,               0.003202,               0.003202
                    208,                 0.3409,                0.35904,                0.52887,                0.84278,                 0.9974,                      1,                  0.995,                0.98395,                 0.9974,                      1,                  0.995,                0.98891,                0.23078,                0.27815,                0.46103,                0.78087,               0.003169,               0.003169,               0.003169
                    209,                0.29863,                0.30587,                0.48921,                0.83184,                 0.9974,                      1,                  0.995,                0.98395,                 0.9974,                      1,                  0.995,                0.98891,                0.23078,                0.27815,                0.46103,                0.78087,               0.003136,               0.003136,               0.003136
                    210,                 0.3242,                 0.3754,                0.50956,                 0.8574,                 0.9974,                      1,                  0.995,                0.98395,                 0.9974,                      1,                  0.995,                0.98891,                0.23078,                0.27815,                0.46103,                0.78087,               0.003103,               0.003103,               0.003103
                    211,                0.33916,                0.35926,                0.48924,                0.83115,                0.99809,                      1,                  0.995,                0.98338,                0.99809,                      1,                  0.995,                0.98907,                0.23371,                0.27803,                0.44364,                 0.7801,                0.00307,                0.00307,                0.00307
                    212,                0.33578,                0.34716,                0.50286,                0.84498,                0.99809,                      1,                  0.995,                0.98338,                0.99809,                      1,                  0.995,                0.98907,                0.23371,                0.27803,                0.44364,                 0.7801,               0.003037,               0.003037,               0.003037
                    213,                0.30814,                 0.3227,                0.48757,                0.83329,                0.99846,                      1,                  0.995,                0.97429,                0.99846,                      1,                  0.995,                0.98355,                0.24278,                0.27982,                0.43731,                0.78387,               0.003004,               0.003004,               0.003004
                    214,                0.33389,                0.37919,                0.49421,                0.83386,                0.99846,                      1,                  0.995,                0.97429,                0.99846,                      1,                  0.995,                0.98355,                0.24278,                0.27982,                0.43731,                0.78387,               0.002971,               0.002971,               0.002971
                    215,                0.31594,                0.34068,                0.49066,                0.84804,                0.99815,                      1,                  0.995,                0.97334,                0.99815,                      1,                  0.995,                0.98244,                0.25156,                0.28415,                0.44126,                0.78599,               0.002938,               0.002938,               0.002938
                    216,                0.33551,                0.32391,                0.45079,                0.81776,                0.99815,                      1,                  0.995,                0.97334,                0.99815,                      1,                  0.995,                0.98244,                0.25156,                0.28415,                0.44126,                0.78599,               0.002905,               0.002905,               0.002905
                    217,                0.32754,                0.35125,                0.50575,                0.82814,                0.99779,                      1,                  0.995,                0.99154,                0.99779,                      1,                  0.995,                0.98752,                0.21847,                0.27932,                0.44014,                0.77989,               0.002872,               0.002872,               0.002872
                    218,                0.29885,                0.35765,                0.47007,                0.82201,                0.99779,                      1,                  0.995,                0.99154,                0.99779,                      1,                  0.995,                0.98752,                0.21847,                0.27932,                0.44014,                0.77989,               0.002839,               0.002839,               0.002839
                    219,                0.32104,                0.40323,                0.52246,                0.85823,                0.99732,                      1,                  0.995,                0.98851,                0.99732,                      1,                  0.995,                0.98759,                0.21632,                0.27527,                0.43995,                0.77936,               0.002806,               0.002806,               0.002806
                    220,                0.30501,                0.34101,                0.47802,                0.81878,                0.99732,                      1,                  0.995,                0.98851,                0.99732,                      1,                  0.995,                0.98759,                0.21632,                0.27527,                0.43995,                0.77936,               0.002773,               0.002773,               0.002773
                    221,                0.29789,                0.32063,                0.45363,                0.81757,                 0.9967,                      1,                  0.995,                0.98621,                 0.9967,                      1,                  0.995,                0.98619,                0.22878,                0.27662,                0.43718,                0.78229,                0.00274,                0.00274,                0.00274
                    222,                0.32328,                0.32995,                0.49557,                0.81567,                 0.9967,                      1,                  0.995,                0.98621,                 0.9967,                      1,                  0.995,                0.98619,                0.22878,                0.27662,                0.43718,                0.78229,               0.002707,               0.002707,               0.002707
                    223,                0.32946,                0.36749,                0.49615,                0.81895,                0.99701,                      1,                  0.995,                0.98824,                0.99701,                      1,                  0.995,                0.98636,                0.22305,                0.27669,                0.43496,                0.78104,               0.002674,               0.002674,               0.002674
                    224,                0.30536,                0.31342,                0.47567,                0.81896,                0.99701,                      1,                  0.995,                0.98824,                0.99701,                      1,                  0.995,                0.98636,                0.22305,                0.27669,                0.43496,                0.78104,               0.002641,               0.002641,               0.002641
                    225,                0.33773,                0.35087,                0.49455,                0.82669,                0.99714,                      1,                  0.995,                0.98993,                0.99714,                      1,                  0.995,                0.98592,                0.22027,                0.27532,                0.42823,                0.78026,               0.002608,               0.002608,               0.002608
                    226,                0.31867,                0.36328,                0.46278,                0.81197,                0.99714,                      1,                  0.995,                0.98993,                0.99714,                      1,                  0.995,                0.98592,                0.22027,                0.27532,                0.42823,                0.78026,               0.002575,               0.002575,               0.002575
                    227,                0.31036,                0.34115,                0.47009,                0.83053,                0.99741,                      1,                  0.995,                0.98737,                0.99741,                      1,                  0.995,                0.98749,                0.21866,                0.27663,                0.43309,                 0.7794,               0.002542,               0.002542,               0.002542
                    228,                0.32015,                0.36618,                0.53548,                0.82881,                0.99741,                      1,                  0.995,                0.98737,                0.99741,                      1,                  0.995,                0.98749,                0.21866,                0.27663,                0.43309,                 0.7794,               0.002509,               0.002509,               0.002509
                    229,                0.29673,                 0.3317,                 0.4639,                0.83108,                0.99768,                      1,                  0.995,                0.98586,                0.99768,                      1,                  0.995,                0.98595,                0.21693,                0.27407,                0.42546,                0.77907,               0.002476,               0.002476,               0.002476
                    230,                0.29219,                0.34576,                0.46655,                0.82522,                0.99768,                      1,                  0.995,                0.98586,                0.99768,                      1,                  0.995,                0.98595,                0.21693,                0.27407,                0.42546,                0.77907,               0.002443,               0.002443,               0.002443
                    231,                0.31086,                 0.3737,                0.49937,                0.83581,                0.99768,                      1,                  0.995,                0.98586,                0.99768,                      1,                  0.995,                0.98595,                0.21693,                0.27407,                0.42546,                0.77907,                0.00241,                0.00241,                0.00241
                    232,                0.31722,                0.38263,                0.49679,                0.85764,                0.99801,                      1,                  0.995,                0.98262,                0.99801,                      1,                  0.995,                0.98344,                0.22815,                0.27536,                 0.4339,                0.78065,               0.002377,               0.002377,               0.002377
                    233,                0.33328,                0.36562,                0.46866,                0.81957,                0.99801,                      1,                  0.995,                0.98262,                0.99801,                      1,                  0.995,                0.98344,                0.22815,                0.27536,                 0.4339,                0.78065,               0.002344,               0.002344,               0.002344
